id,url,title,domain,category,resource_type,topics,author,github_repository,image,icon,first_seen,last_seen
L00495,https://x.com/jayagup10/status/2042401200109408681,Jaya Gupta (@JayaGup10) on X,x.com,Social media & discussions,Social post,,JayaGup10,,https://pbs.twimg.com/media/HFgRDkUbQAAyWzb.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:23:20Z,2026-04-14T18:23:20Z
L00496,https://blog.samaltman.com/2279512,'-,blog.samaltman.com,Articles & announcements,Article or announcement,,,,https://phaven-prod.s3.amazonaws.com/files/image_part/asset/3439526/q4Xtf4iMYA_SCrMc8hMfnF_k3UE/large_WhatsApp_Image_2026-02-28_at_15.26.14__4_.jpeg,https://blog.samaltman.com/favicon.ico,2026-04-14T18:23:32Z,2026-04-14T18:23:32Z
L00497,https://factory.ai/news/missions-architecture,How Missions Work | Factory.ai,factory.ai,Articles & announcements,Article or announcement,AI models & research,,,https://factory.ai/api/og?title=How%20Missions%20Work%20%7C%20Factory.ai,https://factory.ai/favicon.ico,2026-04-14T18:23:46Z,2026-04-14T18:23:46Z
L00498,https://x.com/ryanpgreenblatt/status/2042768884026228841,Ryan Greenblatt (@RyanPGreenblatt) on X,x.com,Social media & discussions,Social post,,RyanPGreenblatt,,https://pbs.twimg.com/media/HFletdcboAAVeKM.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:24:37Z,2026-04-14T18:24:37Z
L00499,https://x.com/gablesperance/status/2042950334469787975,Gabriel Lespérance (@GabLesperance) on X,x.com,Social media & discussions,Social post,,GabLesperance,,https://pbs.twimg.com/media/HFn7MVNXwAAMc68.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:24:44Z,2026-04-14T18:24:44Z
L00500,https://x.com/novasarc01/status/2042996040941605143,λux (@novasarc01) on X,x.com,Social media & discussions,Social post,,novasarc01,,https://pbs.twimg.com/media/HFotAEMakAAiUqU.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:25:12Z,2026-04-14T18:25:12Z
L00501,https://x.com/fredaduan/status/2043129404101218510,Freda Duan (@FredaDuan) on X,x.com,Social media & discussions,Social post,,FredaDuan,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:27:08Z,2026-04-14T18:27:08Z
L00502,https://x.com/clairevo/status/2043720461201338702,claire vo :black_heart: (@clairevo) on X,x.com,Social media & discussions,Social post,,clairevo,,https://pbs.twimg.com/media/HFzAxkIbEAA_Ta6.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:27:30Z,2026-04-14T18:27:30Z
L00503,https://skyeapp.ai/,Skye,skyeapp.ai,Websites & products,Homepage,AI models & research,,,https://skyeapp.ai/images/og.png,https://skyeapp.ai/favicon.ico?favicon.38ab2707.ico,2026-04-14T18:27:47Z,2026-04-14T18:27:47Z
L00504,https://x.com/clementdelangue/status/2044053580504584349,clem :hugging_face: (@ClementDelangue) on X,x.com,Social media & discussions,Social post,,ClementDelangue,,https://pbs.twimg.com/amplify_video_thumb/2044053473260646406/img/H7a6gKryelOkvEwg.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:30:02Z,2026-04-14T18:30:02Z
L00505,https://open-agents.dev/,Dashboard,open-agents.dev,Websites & products,Homepage,AI agents & automation,,,https://open-agents.dev/opengraph-image?31983319aa5e44a1,,2026-04-14T18:30:20Z,2026-04-14T18:30:20Z
L00506,https://x.com/levie/status/2043426157367095397,Aaron Levie (@levie) on X,x.com,Social media & discussions,Social post,,levie,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:30:37Z,2026-04-14T18:30:37Z
L00507,https://x.com/vtrivedy10/status/2043427918127513836,Viv (@Vtrivedy10) on X,x.com,Social media & discussions,Social post,,Vtrivedy10,,https://pbs.twimg.com/media/HFu22_aWYAAQY51.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:30:55Z,2026-04-14T18:30:55Z
L00508,https://blog.cloudflare.com/code-mode-mcp,"Code Mode: give agents an entire API in 1,000 tokens",blog.cloudflare.com,Articles & announcements,Article or announcement,MCP & agent integrations; AI agents & automation; Developer tools,,,https://cf-assets.www.cloudflare.com/zkvhlag99gkb/2080o6v9LBfIFbLUW8elRE/3cfaeb0dc0fa56bcbe4c332b1942a167/Code_Mode-_give_agents_an_entire_API_in_1_000_tokens-OG.png,https://blog.cloudflare.com/images/favicon-32x32.png,2026-04-14T19:37:49Z,2026-04-14T19:37:49Z
L00509,https://github.com/millionco/cli-to-js,millionco/cli-to-js,github.com,Code & repositories,Repository,Developer tools,millionco,millionco/cli-to-js,,,2026-04-14T19:47:22Z,2026-04-14T19:47:22Z
L00510,https://github.com/rohitg00/agentmemory,github.com/rohitg00/agentmemory,github.com,Code & repositories,Repository,Agent memory & knowledge; AI agents & automation,rohitg00,rohitg00/agentmemory,,,2026-04-14T20:19:14Z,2026-04-14T20:19:14Z
L00511,https://openai.com/index/scaling-trusted-access-for-cyber-defense,openai.com/index/scaling-trusted-access-for-cyber-defense,openai.com,Websites & products,Web page,AI models & research,,,,,2026-04-14T23:48:50Z,2026-04-14T23:48:50Z
L00512,https://docs.google.com/forms/d/e/1FAIpQLSea_ptovrS3xZeZ9FoZFkKtEJFWGxNrZb1c52GW4BVjB2KVNA/viewform,docs.google.com/forms/d/e/1FAIpQLSea_ptovrS3xZeZ9FoZFkKtEJFWGxNrZb1c52GW4BVjB2KVNA/viewform,docs.google.com,Documentation & guides,Documentation,,,,,https://www.gstatic.com/marketing-cms/assets/images/50/7a/8c35784d4710bcf02c439413c7e2/google-forms.webp=s48,2026-04-15T01:13:22Z,2026-04-15T01:13:22Z
L00513,https://shopify.engineering/autoresearch,Autoresearch isn’t just for training models (2026) - Shopify,shopify.engineering,Websites & products,Web page,AI models & research,,,https://cdn.shopify.com/b/shopify-brochure2-assets/331f25179ec567de096ab4fd7153830e.jpg,https://cdn.shopify.com/b/shopify-brochure2-assets/c97c60ca19c64a8b5378d9f9e971f7bd.png,2026-04-15T23:16:43Z,2026-04-15T23:16:43Z
L00514,https://blog.cloudflare.com/project-think,Project Think: building the next generation of AI agents on Cloudflare,blog.cloudflare.com,Articles & announcements,Article or announcement,AI agents & automation; AI models & research,,,https://cf-assets.www.cloudflare.com/zkvhlag99gkb/2tT10DCWrxQQb8p5i40J34/427677f39b9d1022655b2c4cfe45473f/BLOG-3200_OG.png,https://blog.cloudflare.com/images/favicon-32x32.png,2026-04-15T23:17:15Z,2026-04-15T23:17:15Z
L00515,https://hacktron.ai/blog/i-let-claude-opus-to-write-me-a-chrome-exploit,I Let Claude Opus Write a Chrome Exploit: The Next Model (Mythos?) Won't Need My Help?,hacktron.ai,Articles & announcements,Article or announcement,AI models & research,,,https://www.hacktron.ai/_astro/cover.B8LKJra-.png,https://www.hacktron.ai/apple-touch-icon.png,2026-04-15T23:30:32Z,2026-04-15T23:30:32Z
L00516,https://x.com/buchan_sm/status/2044524727679566156,Shane Buchan (@buchan_sm) on X,x.com,Social media & discussions,Social post,,buchan_sm,,https://pbs.twimg.com/media/HF-afKhXUAE2w1V.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-16T22:18:14Z,2026-04-16T22:18:14Z
L00517,https://openai.com/index/the-next-evolution-of-the-agents-sdk,openai.com/index/the-next-evolution-of-the-agents-sdk,openai.com,Websites & products,Web page,AI agents & automation; AI models & research; Developer tools,,,,,2026-04-16T22:18:28Z,2026-04-16T22:18:28Z
L00518,https://cell.com/cell/abstract/S0092-8674(26)00330-2,cell.com/cell/abstract/S0092-8674(26)00330-2,cell.com,Websites & products,Web page,,,,,,2026-04-16T22:19:59Z,2026-04-16T22:19:59Z
L00519,https://x.com/retrobayarea/status/2044599171404214355,RetroBayArea (@RetroBayArea) on X,x.com,Social media & discussions,Social post,,RetroBayArea,,https://pbs.twimg.com/media/HF_gHGxbwAA9QOf.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-16T22:21:34Z,2026-04-16T22:21:34Z
L00520,https://x.com/daniel_mac8/status/2034344165211832481,Dan McAteer (@daniel_mac8) on X,x.com,Social media & discussions,Social post,,daniel_mac8,,https://pbs.twimg.com/media/HDtwe3BXUAA-ARJ.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-16T22:21:35Z,2026-04-16T22:21:35Z
L00521,https://github.com/vercel-labs/wterm,vercel-labs/wterm,github.com,Code & repositories,Repository,,vercel-labs,vercel-labs/wterm,,,2026-04-16T22:21:56Z,2026-04-16T22:21:56Z
L00522,https://wterm.dev/,wterm | Terminal Emulator for the Web,wterm.dev,Websites & products,Homepage,Developer tools,,,https://wterm.dev/og,,2026-04-16T22:22:16Z,2026-04-16T22:22:16Z
L00523,https://x.com/neural_avb/status/2044679770504601721,AVB (@neural_avb) on X,x.com,Social media & discussions,Social post,,neural_avb,,https://pbs.twimg.com/amplify_video_thumb/2044678190401200129/img/9lIk9VqQjClOuQll.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-16T22:23:40Z,2026-04-16T22:23:40Z
L00524,https://llm-as-a-verifier.notion.site/,LLM-as-a-Verifier: A General-Purpose Verification Framework,llm-as-a-verifier.notion.site,Websites & products,Homepage,AI models & research,,,https://llm-as-a-verifier.notion.site/image/attachment%3Af8605438-b885-42dd-b36d-1fc1a8748013%3ASocialMediaPreviewImage.png?table=block&id=33d66c3c-12a8-80dc-ab7b-dd29afa6395c&spaceId=59b4b732-2399-4ed0-b86b-b5dd420bb513&width=2000&userId=&cache=v2,https://llm-as-a-verifier.notion.site/image/https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fpublic.notion-static.com%2Fb19c73e8-d892-47ae-a136-490b12f77484%2Fllm-as-a-verifier.png?table=custom_emoji&amp;id=33466c3c-12a8-8001-86c5-007abaa35059&amp;spaceId=59b4b732-2399-4ed0-b86b-b5dd420bb513&amp;width=2000&amp;userId=&amp;cache=v2,2026-04-16T22:24:14Z,2026-04-16T22:24:14Z
L00525,https://transformer-circuits.pub/2026/emotions/index.html,transformer-circuits.pub/2026/emotions/index.html,transformer-circuits.pub,Websites & products,Web page,,,,,,2026-04-20T14:22:32Z,2026-04-20T14:22:32Z
L00526,https://x.com/thsottiaux/status/2046291546325369065,Tibo (@thsottiaux) on X,x.com,Social media & discussions,Social post,,thsottiaux,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-20T18:18:02Z,2026-04-20T18:18:02Z
L00527,https://x.com/openaidevs/status/2046288243768082699,OpenAI Developers (@OpenAIDevs) on X,x.com,Social media & discussions,Social post,,OpenAIDevs,,https://pbs.twimg.com/amplify_video_thumb/2046288161240948736/img/jX94zQSKqmjhqFKz.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-20T18:20:20Z,2026-04-20T18:20:20Z
L00528,https://openai.com/index/introducing-chatgpt-images-2-0,Introducing ChatGPT Images 2.0,openai.com,Websites & products,Web page,AI models & research,,,https://images.ctfassets.net/kftzwdyauwt9/7fPF7LU0YzPr5PrlNT6lo3/823a11178d4aac15d4f4260b9fcc490d/Blog_art_card.png?w=1600&h=900&fit=fill,https://openai.com/apple-icon.png?apple-icon.02be~wu.bus9e.png,2026-04-21T20:07:55Z,2026-04-21T20:07:55Z
L00529,https://carbondesignsystem.com/,carbondesignsystem.com,carbondesignsystem.com,Websites & products,Homepage,,,,,,2026-04-21T22:05:59Z,2026-04-21T22:05:59Z
L00530,https://ibm.com/design/language/infographics/technical-diagrams/design,ibm.com/design/language/infographics/technical-diagrams/design,ibm.com,Websites & products,Web page,Design & frontend,,,,,2026-04-21T22:13:11Z,2026-04-21T22:13:11Z
L00531,https://ibm.com/design/language/infographics/technical-diagrams/usage,ibm.com/design/language/infographics/technical-diagrams/usage,ibm.com,Websites & products,Web page,Design & frontend,,,,,2026-04-21T22:13:11Z,2026-04-21T22:13:11Z
L00532,https://carbondesignsystem.com/developing/carbon-mcp/overview,carbondesignsystem.com/developing/carbon-mcp/overview,carbondesignsystem.com,Websites & products,Web page,MCP & agent integrations,,,,,2026-04-21T23:14:36Z,2026-04-21T23:14:36Z
L00533,https://carbondesignsystem.com/developing/carbon-mcp/onboarding-and-setup,carbondesignsystem.com/developing/carbon-mcp/onboarding-and-setup,carbondesignsystem.com,Websites & products,Web page,MCP & agent integrations,,,,,2026-04-21T23:16:20Z,2026-04-21T23:16:32Z
L00534,https://repoprompt.com/,Repo Prompt – Iterate on code with powerful AI,repoprompt.com,Websites & products,Homepage,AI models & research,,,https://repoprompt.com/images/og/home.png,https://repoprompt.com/images/favicon.png,2026-04-21T23:16:48Z,2026-04-21T23:16:48Z
L00535,https://news.aakashg.com/p/claude-code-team-os,"How to build a Team OS in Claude Code with Hannah Stulberg, PM @ DoorDash",news.aakashg.com,Articles & announcements,Article or announcement,AI coding & software development; AI models & research,,,"https://substackcdn.com/image/youtube/w_728,c_limit/0UArKLQ6bXA","https://substackcdn.com/image/fetch/%24s_!dsGO!,f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fd28764a0-855d-44e7-bd04-e7205ea47ae5%2Fapple-touch-icon-57x57.png",2026-04-21T23:16:57Z,2026-04-21T23:16:57Z
L00536,https://blog.cloudflare.com/email-for-agents,Email for agents - Cloudflare Email Service now in public beta,blog.cloudflare.com,Articles & announcements,Article or announcement,Productivity & collaboration; AI agents & automation,,,https://cf-assets.www.cloudflare.com/zkvhlag99gkb/3RDH6grpXMz6DWEQmZgXj9/0dcfca0bf86c72e933d4fcb8b585b45c/OG_Share_2024-2025-2026__2_.png,https://blog.cloudflare.com/images/favicon-32x32.png,2026-04-21T23:18:03Z,2026-04-21T23:18:03Z
L00537,https://late.sh/,late.sh,late.sh,Websites & products,Homepage,,,,https://late.sh/static/og-image.png,https://late.sh/static/apple-touch-icon.png,2026-04-21T23:21:02Z,2026-04-21T23:21:02Z
L00538,https://github.com/dropbox/witchcraft,dropbox/witchcraft,github.com,Code & repositories,Repository,,dropbox,dropbox/witchcraft,,,2026-04-21T23:21:35Z,2026-04-21T23:21:35Z
L00539,https://x.com/patrickmineault/status/2044853995249041803,Patrick Mineault (@patrickmineault) on X,x.com,Social media & discussions,Social post,,patrickmineault,,https://pbs.twimg.com/media/HGDF6i9awAAASOa.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:22:04Z,2026-04-21T23:22:04Z
L00540,https://x.com/ivanfioravanti/status/2045019293851533529,Ivan Fioravanti ᯅ (@ivanfioravanti) on X,x.com,Social media & discussions,Social post,,ivanfioravanti,,https://pbs.twimg.com/media/HGFcJ0HWUAA94Wh.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:22:45Z,2026-04-21T23:22:45Z
L00541,https://github.com/Lazarus-AI/clearwing,Lazarus-AI/clearwing,github.com,Code & repositories,Repository,AI models & research,Lazarus-AI,Lazarus-AI/clearwing,,,2026-04-21T23:22:56Z,2026-04-21T23:22:56Z
L00542,https://isitagentready.com/,Is Your Site Agent-Ready?,isitagentready.com,Websites & products,Homepage,AI agents & automation,,,https://isitagentready.com/og-image.png,https://isitagentready.com/favicon.ico,2026-04-21T23:23:05Z,2026-04-21T23:23:05Z
L00543,https://x.com/ritwikpavan/status/2044930807673098547,Ritwik Pavan (@ritwikpavan) on X,x.com,Social media & discussions,Social post,,ritwikpavan,,https://pbs.twimg.com/amplify_video_thumb/2044930649937870849/img/rW4beO225nq2I3mI.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:23:37Z,2026-04-21T23:23:37Z
L00544,https://anthropic.com/news/claude-design-anthropic-labs,Introducing Claude Design by Anthropic Labs,anthropic.com,Articles & announcements,Article or announcement,Design & frontend; AI models & research,,,https://www.anthropic.com/api/opengraph-illustration?name=Hand%20Quill&backgroundColor=cactus,https://www.anthropic.com/images/icons/apple-touch-icon.png,2026-04-21T23:23:57Z,2026-04-21T23:23:57Z
L00545,https://x.com/pdev110/status/2044936351481823673,Patrick Devine (@pdev110) on X,x.com,Social media & discussions,Social post,,pdev110,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:24:19Z,2026-04-21T23:24:19Z
L00546,https://x.com/darraghcurran/status/2044821435378438503,Darragh Curran (@darraghcurran) on X,x.com,Social media & discussions,Social post,,darraghcurran,,https://pbs.twimg.com/media/HGCqQehWkAM8nBV.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:25:29Z,2026-04-21T23:25:29Z
L00547,https://x.com/0xsero/status/2045445286072336796,0xSero (@0xSero) on X,x.com,Social media & discussions,Social post,,0xSero,,https://pbs.twimg.com/media/HGLhTPWaIAAC-3H.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:25:52Z,2026-04-21T23:25:52Z
L00548,https://github.com/dodo-reach/hermes-desktop,dodo-reach/hermes-desktop,github.com,Code & repositories,Repository,,dodo-reach,dodo-reach/hermes-desktop,,,2026-04-21T23:26:27Z,2026-04-21T23:26:27Z
L00549,https://copilotkit.ai/blog/a2ui-whats-new-in-google-generative-ui-spec,A2UI v0.9: What's New in Google's Generative UI Spec | Blog | CopilotKit,copilotkit.ai,Articles & announcements,Article or announcement,Design & frontend; AI models & research,,,https://www.copilotkit.ai/images/og_image.webp,https://www.copilotkit.ai/favicon.ico,2026-04-21T23:26:48Z,2026-04-21T23:26:48Z
L00550,https://x.com/allenf32/status/2045477517201477686,allen farrington (@allenf32) on X,x.com,Social media & discussions,Social post,,allenf32,,https://pbs.twimg.com/media/HGL8e-pWYAA-T4F.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:27:21Z,2026-04-21T23:27:21Z
L00551,https://github.com/browser-use/browser-harness,browser-use/browser-harness,github.com,Code & repositories,Repository,AI agents & automation,browser-use,browser-use/browser-harness,,https://github.com/favicon.ico,2026-04-21T23:27:46Z,2026-04-23T23:10:36Z
L00552,https://x.com/arizeai/status/2045615008453660917,Arize AI (@arizeai) on X,x.com,Social media & discussions,Social post,,arizeai,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:28:40Z,2026-04-21T23:28:40Z
L00553,https://x.com/brexton/status/2045577849550102801,brexton (@brexton) on X,x.com,Social media & discussions,Social post,,brexton,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:28:51Z,2026-04-21T23:28:51Z
L00554,https://x.com/palantirtech/status/2045574398573453312,Palantir (@PalantirTech) on X,x.com,Social media & discussions,Social post,,PalantirTech,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:29:13Z,2026-04-21T23:29:13Z
L00555,https://x.com/ivanfioravanti/status/2045889354321575951,Ivan Fioravanti ᯅ (@ivanfioravanti) on X,x.com,Social media & discussions,Social post,,ivanfioravanti,,https://pbs.twimg.com/amplify_video_thumb/2045888008314929152/img/8zFw0FUAr0PR873G.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:29:28Z,2026-04-21T23:29:28Z
L00556,https://github.com/m0at/rvllm,m0at/rvllm,github.com,Code & repositories,Repository,,m0at,m0at/rvllm,,,2026-04-21T23:30:38Z,2026-04-21T23:30:38Z
L00557,https://github.com/containers/libkrun,containers/libkrun,github.com,Code & repositories,Repository,Cloud & infrastructure,containers,containers/libkrun,,,2026-04-21T23:30:59Z,2026-04-21T23:30:59Z
L00558,https://x.com/pontifex/status/2045208460967518253,Pope Leo XIV (@Pontifex) on X,x.com,Social media & discussions,Social post,,Pontifex,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:32:51Z,2026-04-21T23:32:51Z
L00559,https://x.com/daniellefong/status/2046357527110340852,Danielle Fong :high_brightness: (@DanielleFong) on X,x.com,Social media & discussions,Social post,,DanielleFong,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-21T23:33:48Z,2026-04-21T23:33:48Z
